wav,affect,length,predictions
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F039.wav,Happiness,9.0299375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F040.wav,Happiness,6.9399375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F041.wav,Happiness,3.05,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F042.wav,Happiness,2.7599375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F043.wav,Happiness,8.2,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F044.wav,Sadness,2.1899375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F045.wav,Happiness,1.5099375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F046.wav,Neutral,1.3799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M000.wav,Neutral,1.98,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M001.wav,Neutral,1.85,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M002.wav,Neutral,4.7799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M003.wav,Neutral,3.1199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M004.wav,Neutral,2.05,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M010.wav,Neutral,2.2,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M013.wav,Sadness,2.99,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M015.wav,Neutral,11.85,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M016.wav,Neutral,4.5199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M017.wav,Neutral,6.18,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M018.wav,Neutral,2.0799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M019.wav,Neutral,9.37,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M020.wav,Neutral,5.55,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M021.wav,Neutral,5.4699375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M022.wav,Neutral,2.28,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M023.wav,Neutral,1.8,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M024.wav,Happiness,2.93,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M025.wav,Neutral,1.62,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M029.wav,Anger,12.9399375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M030.wav,Anger,9.56,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M031.wav,Sadness,16.15,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M032.wav,Anger,3.0334375,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M033.wav,Anger,1.4799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M034.wav,Anger,1.2,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M035.wav,Sadness,2.14,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M036.wav,Sadness,2.36,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M037.wav,Sadness,3.67,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M038.wav,Sadness,5.92,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M039.wav,Sadness,1.31,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M040.wav,Happiness,4.2599375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M041.wav,Happiness,6.1028125,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M042.wav,Happiness,2.1599375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M043.wav,Happiness,1.8899375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M044.wav,Neutral,3.8,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M045.wav,Happiness,4.18,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M046.wav,Happiness,1.3899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F000.wav,Neutral,2.91,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F001.wav,Neutral,1.98,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F002.wav,Neutral,3.55,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F003.wav,Neutral,5.72,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F004.wav,Neutral,4.12375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F005.wav,Neutral,7.4399375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F006.wav,Neutral,4.34,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F007.wav,Neutral,2.2981875,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F008.wav,Neutral,0.67,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F009.wav,Neutral,2.5799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F012.wav,Happiness,2.752,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F013.wav,Happiness,2.4199375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F014.wav,Happiness,1.8799375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F016.wav,Happiness,8.6,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F017.wav,Neutral,1.62,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F020.wav,Sadness,9.09425,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F023.wav,Neutral,1.4199375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F024.wav,Neutral,1.6999375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F025.wav,Sadness,1.7741875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F026.wav,Neutral,2.2599375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_F029.wav,Happiness,2.37,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M000.wav,Neutral,2.73,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M001.wav,Neutral,1.6499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M002.wav,Sadness,1.1299375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M003.wav,Neutral,0.92,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M004.wav,Neutral,0.9399375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M006.wav,Neutral,7.563125,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M011.wav,Happiness,2.5299375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M012.wav,Happiness,1.1903125,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M013.wav,Happiness,1.7245625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M014.wav,Happiness,2.05,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M019.wav,Sadness,2.8,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M020.wav,Sadness,3.1220625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M021.wav,Sadness,4.5699375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M022.wav,Sadness,2.33,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M023.wav,Sadness,7.15,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M024.wav,Sadness,2.15,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M025.wav,Sadness,1.5699375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M026.wav,Sadness,5.1899375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M027.wav,Sadness,14.14,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M028.wav,Sadness,8.99,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M029.wav,Sadness,13.7099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M030.wav,Sadness,11.6499375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M031.wav,Sadness,15.31,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M032.wav,Sadness,17.3199375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M033.wav,Sadness,11.74,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M034.wav,Sadness,9.8999375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script01_3/Ses02F_script01_3_M035.wav,Happiness,1.99,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F002.wav,Neutral,6.93,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F005.wav,Anger,7.81,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F006.wav,Anger,4.37,Anger
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F015.wav,Sadness,6.4,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F016.wav,Sadness,8.8999375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F017.wav,Sadness,8.7428125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F018.wav,Sadness,8.1099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F019.wav,Sadness,5.5799375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F020.wav,Sadness,5.4099375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F021.wav,Neutral,0.9499375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F022.wav,Neutral,0.97,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F023.wav,Neutral,1.0099375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F024.wav,Neutral,0.9599375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F025.wav,Neutral,0.98,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F029.wav,Sadness,4.2599375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F035.wav,Surprise,2.0599375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F037.wav,Happiness,3.05,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F038.wav,Sadness,7.3499375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F039.wav,Neutral,9.0299375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F040.wav,Neutral,6.9399375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F041.wav,Surprise,3.05,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F042.wav,Happiness,2.7599375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F043.wav,Sadness,8.2,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F044.wav,Sadness,2.1899375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F045.wav,Neutral,1.5099375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_F046.wav,Neutral,1.3799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M000.wav,Neutral,1.98,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M001.wav,Neutral,1.85,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M002.wav,Neutral,4.7799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M010.wav,Neutral,2.2,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M013.wav,Neutral,2.99,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M015.wav,Neutral,11.85,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M016.wav,Neutral,4.5199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M017.wav,Neutral,6.18,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M018.wav,Surprise,2.0799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M021.wav,Neutral,5.4699375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M022.wav,Neutral,2.28,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M023.wav,Neutral,1.8,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M024.wav,Neutral,2.93,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M025.wav,Neutral,1.62,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M033.wav,Neutral,1.4799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M034.wav,Neutral,1.2,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M035.wav,Neutral,2.14,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M037.wav,Sadness,3.67,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M038.wav,Sadness,5.92,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M039.wav,Neutral,1.31,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M040.wav,Neutral,4.2599375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M041.wav,Happiness,6.1028125,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M042.wav,Happiness,2.1599375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M043.wav,Neutral,1.8899375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M045.wav,Neutral,4.18,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script02_2/Ses02M_script02_2_M046.wav,Neutral,1.3899375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F000.wav,Sadness,1.34,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F001.wav,Sadness,1.18,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F005.wav,Sadness,1.28,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F006.wav,Sadness,1.4799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F007.wav,Sadness,2.6299375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F008.wav,Sadness,2.43,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F017.wav,Sadness,1.27,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F020.wav,Sadness,1.56,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F000.wav,Neutral,3.7344375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F001.wav,Neutral,2.4614375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F002.wav,Neutral,5.1081875,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F003.wav,Neutral,7.384375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F004.wav,Neutral,4.65825,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F005.wav,Neutral,6.9344375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F006.wav,Neutral,6.2198125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F007.wav,Neutral,3.4936875,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F008.wav,Neutral,3.83775,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F009.wav,Happiness,4.7905625,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F011.wav,Neutral,4.023,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F012.wav,Happiness,3.7848125,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F013.wav,Happiness,2.19675,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F016.wav,Neutral,2.8055,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F017.wav,Neutral,6.4315625,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F019.wav,Sadness,9.55475,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F021.wav,Sadness,3.8113125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F022.wav,Neutral,2.3555625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F023.wav,Neutral,3.0701875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F024.wav,Neutral,2.832,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F025.wav,Neutral,3.520125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F026.wav,Sadness,9.5018125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F027.wav,Sadness,8.496,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_F028.wav,Happiness,3.3613125,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M000.wav,Neutral,3.1730625,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M001.wav,Neutral,2.8584375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M002.wav,Neutral,2.22325,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M003.wav,Neutral,2.19675,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M004.wav,Surprise,2.4085,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M005.wav,Neutral,12.466125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M006.wav,Neutral,2.0379375,Happiness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M007.wav,Neutral,9.5018125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M011.wav,Neutral,10.74575,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M012.wav,Happiness,3.758375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M013.wav,Surprise,2.59375,Surprise
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M020.wav,Sadness,4.3141875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M021.wav,Sadness,3.44075,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M022.wav,Sadness,5.8228125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M023.wav,Neutral,3.1760625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M024.wav,Neutral,8.31075,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M025.wav,Sadness,3.917125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M026.wav,Sadness,3.0966875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M027.wav,Sadness,7.2255625,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M028.wav,Sadness,15.1923125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M029.wav,Sadness,10.1635,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M030.wav,Sadness,16.6744375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M031.wav,Sadness,12.466125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M032.wav,Sadness,20.51225,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M033.wav,Sadness,22.52375,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M034.wav,Sadness,13.2336875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M035.wav,Sadness,14.107125,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02M_script01_3/Ses02M_script01_3_M036.wav,Neutral,3.4671875,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F001.wav,Neutral,1.18,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F005.wav,Neutral,1.28,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F006.wav,Neutral,1.4799375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F014.wav,Neutral,7.2099375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F017.wav,Neutral,1.27,Sadness
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F019.wav,Neutral,2.2199375,Neutral
IEMOCAP_full_release/Session2/sentences/wav/Ses02F_script02_1/Ses02F_script02_1_F021.wav,Neutral,1.49,Neutral
